link,Attraction_Title,Segmento,Attration_rate,Attration_evaluation,Name_of_contributor,Tittle_of_Contribution,Rate_of_contribution,Date_of_contribution,Contribution,Numbers_of_fotos,Attration_Excellent,Attration_Very_good,Attration_Average,Attration_Poor,Attration_Terrible,Reviews_user,Origin_of_contributor,Contributor_activity,Date_of_visit,Helpful_to,Reviews_rating,Reviews_title,Reviews_body,Who_is_asking,Where_the_asker_is_from,Asker_activity,Question,Aswer,Answer_activity,Answer_orign,Answer,Length_of_review,Grupo
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ronaldo G,NA,39,Feita em 23 de outubro de 2020,0,5,Uma experiencia inesquecivel,O Delta do Parnaiba e muito bonito.  O Rio Parnaiba nasce no sul do Piaui e pecorre o sul do Piaui e Maranhao  ate desembocar  no oceano Altlantico.  A revoada de Guaras e muito bonita.  Vale apena visitar.,NA,NA,NA,NA,NA,NA,NA,NA,38,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wilson S,"-23.0609149,-46.97250575",24,Feita em 23 de setembro de 2020,0,5,Sentir a força e a beleza da natureza da região.,"Conhecer o Delta do Parnaíba, suas ilhas e igarapés já é uma experiência fantástica, mas o final da visita deve ser sempre o final de tarde para ver os guarás, garças e biguás em revoada de volta a seus ninhos. É inesquecível!",NA,NA,NA,NA,NA,NA,NA,NA,42,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roberto Pessoa,"-3.79331445,-38.51961525",16,Feita em 23 de setembro de 2020,2,5,Ilha dos guarás,"Passeio obrigatório em Parnaíba. Fizemos a opção de ver os guarás ao por do sol. Recomendo por ser muito bonito e se vc só quer fazer um passeio, faça este!!",NA,NA,NA,NA,NA,NA,NA,NA,30,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joseph V,"43.77995815,11.2409679",45,Feita em 25 de agosto de 2020,0,5,Voo dos guaras e dunas.,"Imperdíveis.
3°maior delta do mundo e é brasileiro.
Um mar de água e de ilhas.
Muito curioso e bom de conhecer.",NA,NA,NA,NA,NA,NA,NA,NA,21,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maria Rita,"-5.5194547,-47.47792525",8,Feita em 24 de janeiro de 2020,2,4,Muito bom.,"Fomos com uma empresa que o hotel Pousada dos Ventos nos mandou, buscaram a gente às 7h30, 8h chegamos no Porto dos Tatus e aí a aventura começou. Paramos numa lagoa bem pertinho de onde o rio Parnaíba deságua no Atlântico e foi maravilhoso ver. O almoço espetacular. Foi incrível ver os manguezais de pertinho também. O resto vocês descobreeem.",NA,NA,NA,NA,NA,NA,NA,NA,60,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beth,"-15.7759057,-47.79711685",86,Feita em 7 de janeiro de 2020,0,5,Passeio incrível,Lindas paisagens para conhecer. Um passeio de um dia inteiro mas perfeito! Recomendo para quem visitar o litoral fazer o trajeto.,NA,NA,NA,NA,NA,NA,NA,NA,21,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rafaella,"-3.79331445,-38.51961525",1,Feita em 1 de janeiro de 2020,2,5,Delta do Parnaíba e Parque Nacional de Sete Cidades.,Conhecemos na mesma viagem o parque de Sete Cidades e o Delta do rio Parnaíba. Dois lugares de natureza muito conservada e exuberante. O Parque é história pura. Vale a pena pelo conhecimento adquirido e pela imersão em mais de 6000 hectares de meio ambiente conservado. O Delta é lindo e podemos vivenciar sua diversidade. Tem banho de água doce e de água salgada. Tem dunas. Tem mangue. E ainda vimos a arrevoada dos Guarás na Baía do Caju. Espetáculo imperdível da Natureza! Adoramos!,NA,NA,NA,NA,NA,NA,NA,NA,84,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tuliotsuji,"-5.5194547,-47.47792525",1892,Feita em 18 de novembro de 2019,0,5,Um espetáculo!!!,"Tem de tudo um pouco! Do passeio de barco até o mar vê-se dunas, mangues, aves e muito caranguejo! Um ponto culminante é a demonstração de catação de caranguejo e durante o trajeto, frutas à vontade e uma parada pra degustação dos melhores caranguejos!!!",NA,NA,NA,NA,NA,NA,NA,NA,44,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gilson Cesar H,NA,101,Feita em 1 de novembro de 2019,2,5,Vale a Pena Delta Parnaiba,"Vale a pena fazer passeio no delta, fizemos um passeio privado com o Didi, com a revoado dos Guaras no Final de tarde,
Passeio do Delta passa por varias paisagem linda.",NA,NA,NA,NA,NA,NA,NA,NA,31,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lais C,"-8.04217355,-34.9378489",180,Feita em 20 de outubro de 2019,1,4,Sol rio mangue ilhas dunas e mar...,"Pela segunda vez estive em Parnaíba e fiz o passeio de cerca de 6h pelo rio até o encontro com o Oceano Atlântico. São horas de imersão na natureza, momentos de relax e lazer, além da ótima comida servida durante o passeio (frutas, almoço e caranguejada).",NA,NA,NA,NA,NA,NA,NA,NA,46,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iloleite,"-8.04217355,-34.9378489",169,Feita em 17 de outubro de 2019,1,5,Passeio maravilhoso,"Passeamos pelo Delta por Tutóia, aliás 80% do delta fica do lado do Maranhão. Alugamos uma lancha e conhecemos o delta em uma tarde com direito a ver a belíssima revoada dos Guarás, tomar banho de mar e ver um por do sol de tirar o fôlego. Tudo é belo no mangue gigantesco das ilhas.",NA,NA,NA,NA,NA,NA,NA,NA,55,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bruna Ziegler,"-30.10887005,-51.17714195",52,Feita em 13 de outubro de 2019,0,5,Ótimo programa,"O passeio de barco é maravilhoso. Você toma banho de mar, aprende um pouco sobre os manguezais, almoça muito e bem e ainda toma banho de mar e visita dunas. Recomendo",NA,NA,NA,NA,NA,NA,NA,NA,31,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23Nete,"-7.57156835,-40.5039707",96,Feita em 4 de outubro de 2019,3,5,Exuberante maravilhoso,"Fizemos o passeio de Catamarã, saindo do Porto dos Tatus em Ilha Bela. a  paisagem é pura beleza. Houve uma parada para banho no mar já na divisa com o maranhão e na volta outra para banho no Rio Parnaíba e passeio nas dunas. No percurso é só admirar a natureza, com seus encantos. Com certeza é um passeio maravilhoso e que vale a pena.",NA,NA,NA,NA,NA,NA,NA,NA,65,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alba,"-2.93048835,-41.7306631",18,Feita em 27 de setembro de 2019,0,4,Lugar  encantador!,"Passeio que deve ser feito com certeza. Maravilhas da natureza, rios, dunas, pássaros, um encanto. Valeu a pena. Estivemos em abril de 2019 fazendo a rota das emoções, recomendo!",NA,NA,NA,NA,NA,NA,NA,NA,29,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luiz O,"-23.6824124,-46.5952992",13,Feita em 23 de setembro de 2019,0,5,Muita água!!!,"Lugar lindo e com muitas oportunidades de atividade!
Barco seguro!
Comida - razoável, dá para matar a fome!!!",NA,NA,NA,NA,NA,NA,NA,NA,18,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Denise Mesquita,"-20.28219155,-40.2857037",26,Feita em 23 de setembro de 2019,1,5,Maravilhoso,"Linda paisagem. Passeio por um barco voadeira, que percorrer as ilhas do delta do rio Parnaíba, onde podemos apreciar os varios tipos de manguezais, com parada no pequeno Lençois. Ponto alto é a revoada dos pássaros Guarás no por do sol.",NA,NA,NA,NA,NA,NA,NA,NA,41,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliane S,"-2.5606322,-44.258122",9,Feita em 11 de setembro de 2019,0,5,Viagem com amigos,"Viagem perfeita, paisagem linda, a natureza que encanta os visitantes, as dunas que visitamos durante o passeio tudo maravilindo",NA,NA,NA,NA,NA,NA,NA,NA,19,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Airton Vasconcelos,"-5.0937396,-42.74107815",1,Feita em 11 de setembro de 2019,1,5,Passeio no delta a turismo com @viagensepasseiosaparaisos,"Uma viagem empolgante com maravilhas naturais que só vemos no maior Dela aberto das Américas, uma fauna e flora ímpar restaurante no meio de Delta com comida maravilhosa uma empresa de turismo do Piauí cuidou de toda a logística a @viagensepasseiosaparaisos empresa séria e respeitosa os donos são muito educados e atenciosos, umas das melhores viagens que fizemos, recomendo a todos.",NA,NA,NA,NA,NA,NA,NA,NA,61,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suely D,"-22.91413075,-43.44598205",229,Feita em 2 de setembro de 2019,0,5,Fantástico,"Passeio para quem ama a Natureza. O rio Parnaíba impressiona pelo seu volume d'água, pela mata que o margeia, por seus inúmeros braços formando igarapés onde se vê pássaros, macacos, caranguejos de todas as cores, um enorme número de ilhas e, mais perto da foz, belas dunas de onde se vê o mar. Mas o ponto mais alto do programa é ver, no final da tarde, a revoada dos guarás. São milhares de pássaros vermelhos vindos em grandes bandos, colorindo o céu e pousando nas árvores de uma pequena ilha onde passam a noite. Completando esse espetáculo único oferecido pela mãe Natureza, temos como pano de fundo um por do sol espetacular.",NA,NA,NA,NA,NA,NA,NA,NA,112,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Denise Nunes,"-27.57159545,-48.47027915",34,Feita em 28 de agosto de 2019,3,5,Revoada dos guarás,"É um passeio contemplativo e todos precisam colaborar: é preciso ficar sentado no barco e em silêncio,pois qualquer movimento pode fazer com que os guarás se assustem e, assim, espantá-los.
Logo veio o primeiro bando lindo e vermelho! E depois muitos outros bandos,variando em tamanho mas todos vermelhinhos. Um espetáculo dá natureza!",NA,NA,NA,NA,NA,NA,NA,NA,52,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paula S,"-21.2582387,-48.3254798",15,Feita em 12 de agosto de 2019,0,5,Lugar único.,"Vale muito a pena conhecer o Delta do Parnaíba quando se percorre a Rota das Emocões. Dois dias serão suficientes para ver as belezas naturais do Delta. Recomendo o passeio de tarde, para ver os guarás indo se recolher.",NA,NA,NA,NA,NA,NA,NA,NA,39,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Debora Regina R,NA,11,Feita em 8 de agosto de 2019,1,5,Passeio bom e barato,"O passeio de barco chamado Delta Tradicional é muito legal. Passeio de barco com boa infraestrutura, em águas calmas, com bar pago e frutas gratuitas. O almoço também é dentro do barco navegando. Isso também é legal. Dá para tomar banho de mar e de rio e comer muito caranguejo. O banheiro poderia ser mais limpo, faltou sabonete.",NA,NA,NA,NA,NA,NA,NA,NA,58,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freitas J,"-22.91413075,-43.44598205",570,Feita em 7 de agosto de 2019,1,5,O Caribe é aqui,"Quer uma experiencia que voce nunca vai esquecer? Não precisa ir para o Caribe, Florida ou qualquer outro lunga deste planeta azul.
A beleza mora aqui ao lado.
O Delta do Parniaba é unico no mundo. Pegar uma joadeira e sair a esmo por aquela imensidão de água, plantas aquaticas, animais e mangues.
Sair apos o almo para ver a revoada dos guaras, ver o por-do-sol e na volta observar as luzes ao longe é um cenario impagável.",NA,NA,NA,NA,NA,NA,NA,NA,78,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marcos F Marabesi,"-22.71463565,-47.6218322",424,Feita em 5 de agosto de 2019,0,5,Incrível,"No Delta o passeio é muito legal, no rio nosso guia local conseguiu nos mostrar macaco, jacaré e até uma sucuri.
O encontro do rio com o mar é maravilhoso, sensação única.
Mas a melhor parte fica pro final do dia, com a revoada dos guarás.
Pontualmente por volta das 17h30 os bichinhos vão repousar na mesma ilha.
Espetáculo da natureza, só estando lá para sentir.",NA,NA,NA,NA,NA,NA,NA,NA,66,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rita Carvalho,"-22.895222,-47.03103455",125,Feita em 3 de agosto de 2019,0,5,Incrível,"O Delta é diferente de tudo o que se pode estudar em um livro de Geografia. Só indo, realizando o passeio de barco, pelo rio, até chegar a praia para entender como um Delta é formado. Se for, agende o passeio para ver a revoada dos Guarás as exatas 17h40 da tarde.",NA,NA,NA,NA,NA,NA,NA,NA,52,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monique A,"-22.91413075,-43.44598205",78,Feita em 3 de agosto de 2019,1,5,Revoada dos guaras,O passeio pelo delta sai por volta de 15h. Vamos durante o dia é o retorno é a noite porque saímos depois do por do sol. Da mais ou menos 1h30 pra ir e 1h pra voltar para o Porto. Na volta é pelo delta ao anoitecer. Fizemos o de lancha rápida. A emoção é indescritível em ver a revoada dos guaras e a volta ver o céu todo estrelado.,NA,NA,NA,NA,NA,NA,NA,NA,70,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mauricio de cec... P,"-23.80473775,-46.53175045",92,Feita em 28 de julho de 2019,0,5,Férias,"Nota 10 esse passeio no Delta do Parnaíba pegamos um catamarã tinha uma Budweiser bem geladinha, os preços eram justos e gostei muito, boa atendimento o povo simples e acolhedor! Adorei, como paulista indico esse passeio! Mauricioporfirio .",NA,NA,NA,NA,NA,NA,NA,NA,38,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AYLA C,"-3.79331445,-38.51961525",16,Feita em 23 de julho de 2019,0,5,Passeio tranquilo,"Fizemos o passeio com a Clipe turismo no catamarã Mateus Portela que é bem agradável, espaçoso, com frutas no lanche, parada pra almoço que é uma delícia, música ao vivo no piso inferior e tranquilidade no piso superior pra quem não gosta de muito barulho.",NA,NA,NA,NA,NA,NA,NA,NA,45,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cristina A,"-2.93048835,-41.7306631",2,Feita em 22 de julho de 2019,0,4,Lindo,O melhor do passeio é a revoada dos guaras!!! Incrível ! O piloto Bal é ótimo !! Banho de lama é super divertido tb,NA,NA,NA,NA,NA,NA,NA,NA,24,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carlos,"-20.3771389,-43.4188272",16,Feita em 22 de julho de 2019,1,4,Revoada dos Guaras,Sai do Porto de Tatus. Anda uma hora de lancha até o ponto que aves dormem. Elas chegam por volta de 17:30. Bonito. O volume de pássaros não foi grande como já vi registros. Leve repelente é um agasalho se o frio incomodar. A volta é a noite e a temperatura cai e tem muito vento. Vale a pena.,NA,NA,NA,NA,NA,NA,NA,NA,59,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acccm,NA,93,Feita em 21 de julho de 2019,3,5,Vale a pena conhecer,Muito bonito o passeio e a revoada dos guaras diferente de tudo que já tinha visto. O passeio que fizemos furou 4 horas. Com 2 paradas e um Jacare ! O banho de lama é para os corajosos mas. Andar na duna e um mergulho no Rio sao para todos. A revoada é um espetáculo único e fez total diferença no passeio.,NA,NA,NA,NA,NA,NA,NA,NA,62,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maria E,NA,18,Feita em 21 de julho de 2019,0,5,Lindo lugar,"Amamos o passeio e o atendimento da Clara Araújo, que nos deu toda a assistência!!
Super recomendo!!",NA,NA,NA,NA,NA,NA,NA,NA,17,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raissa V,"-2.50627425,-44.11937635",33,Feita em 18 de julho de 2019,2,5,Lindo,"É um ótimo passeio. A vista é linda! Tem até ( não sei se ainda tem) um passeio que dá pra fazer durante o passeio... É um barco com uma boia atrás e você paga r$ 10 e dá uma volta pelo rio pelo Delta do Parnaíba, aí você pede com emoção ou sem emoção e aproveita ainda mais o passeio.

P.s.: Usem bastante protetor solar ( Fui querer pegar um bronze no barco e voltei um camarão. Hahahahah)",NA,NA,NA,NA,NA,NA,NA,NA,79,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flavio T,"-23.6824124,-46.5952992",116,Feita em 7 de julho de 2019,2,4,Revoada dos guaras,"A visita ao delta do parnaiba é interessante para entendidos em natureza pela boa conservação do mangue vermelho com arvores de 30 metros, mas só é muito boa para os turistas comuns se incluir a revoada dos guaras, ou seja, vá de tarde e embarque numa voadeira com mais 4 a 10  turistas. De quebra talvez veja os curiosos peixes de 4 olhos, com muita sorte uma garça azul e caminhe nas dunas.",NA,NA,NA,NA,NA,NA,NA,NA,73,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rafael Alves,"-5.0937396,-42.74107815",59,Feita em 5 de julho de 2019,0,5,O maior  Delta a céu aberto do mundo,"Podendo ser visitado por Parnaíba-Pi ou por Tutóia-Ma, acesso feita por lanchas contadas nos locais ou empresas de turismo com barcos grandes partindo do porto dos Tatus(Parnaíba-Pi). Visitado por turistas de todo mundo. Patrimônio brasileiro único e que é um passeio fantástico. Vale muito a pena conhecer.",NA,NA,NA,NA,NA,NA,NA,NA,47,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Silvio B,NA,11,Feita em 17 de junho de 2019,0,5,Lugar único.,"Imperdível. Passeio agradável com natureza exuberante. Banho nas aguas mornas do rio, rodeado pelas lindas dunas.",NA,NA,NA,NA,NA,NA,NA,NA,16,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ale F,"-23.6824124,-46.5952992",55,Feita em 17 de junho de 2019,0,5,Tenha uma boa câmera pra registrar,"É lindo acompanhar a Revoada, mas pra guardar um registro é preciso ter uma câmera boa, porque o que os olhos vêem a câmera ruim não registra rsrs.",NA,NA,NA,NA,NA,NA,NA,NA,28,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bárbara B,NA,41,Feita em 11 de junho de 2019,2,5,Lindo demais!,Fui para assistir a Revoada dos guarás. É muito lindo. Acontece por volta das 17h e por isso ainda pode-se assistir ao pôr do sol.,NA,NA,NA,NA,NA,NA,NA,NA,25,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rafael R,"-21.7290588,-43.382521",6,Feita em 5 de junho de 2019,0,5,Delta Parnaíba,"Lugar incrível muito bonito vale a pena conhecer. Belezas naturais, porém pouco divulgado pela mídia.",NA,NA,NA,NA,NA,NA,NA,NA,15,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ana Claudia Domansku,NA,5,Feita em 5 de junho de 2019,1,5,Lindo,"Local muito bonito, com pessoas agradáveis e muito receptivas, a natureza traz uma paz muito grande e tranquilizadora.",NA,NA,NA,NA,NA,NA,NA,NA,18,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gilles A,"-2.795762,-40.51216935",13,Feita em 18 de abril de 2019,3,5,Sensacional o Passeio de Barco,"Pra quem quer relaxar, ao som e vista de mangues, animais, leitos de rios, mar e pássaros é simplesmente divino. Somando a um passeio repleto de histórias da região local e geografia(Indico aqui o barco com o nome de Igaratur, na pessoa do guia Tiago), com todos os seus amigos e boa culinária local e caranguejada. Voltarei mais vezes!!",NA,NA,NA,NA,NA,NA,NA,NA,59,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandrita G,"-22.91413075,-43.44598205",21,Feita em 13 de abril de 2019,2,4,Divertidíssimo!!! É mágico,"Lugar increíble!!!!! Os motoristas das lanchas são divertidíssimos! E sabem da história
O passei é muito lindo!!! Com aventura, paisagens lindos e gente boa
Valeu a pena TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,28,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SilPetean,"-22.28785735,-49.0905487",810,Feita em 8 de março de 2019,2,5,Super recomendo!,"Fomos num domingo e o passeio dura praticamente um dia. Contratamos uma empresa, buscaram a gente no hotel. O barco é relativamente grande e confortável, com música agradável. Estava incluso o almoço, simples e gostoso. O passeio em si, pro Delta, é deslumbrante. Natureza exuberante, rio caudaloso, lindo de ver.Fizeram uma parada no Delta pra curtirmos o encontro do rio com o mar, uma delícia. Super recomendo!",NA,NA,NA,NA,NA,NA,NA,NA,67,Promotor
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dany Joana,"-22.8216531,-43.003452",44,Feita em 11 de fevereiro de 2019,1,2,Normal,"Esperava mais desse passeio, mas é um passeio para conhecer o Rio e o encontro do Rio com o mar que tivemos que andar muito para ver esse encontro.
Então não sei se vale a pena.",NA,NA,NA,NA,NA,NA,NA,NA,36,Detrator
NA,Delta Rio Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AJZENBERG,"-23.6824124,-46.5952992",59,Feita em 10 de fevereiro de 2019,0,4,Natureza deslumbrante!,"O delta é muito lindo. O passeio de voadora escorrega por vários canais, todos de águas limpas, margeados de muitas arvores. Nos trechos de mangue pudemos observar os caranguejos em seu habitat. A chegada do mar se dá em prainhas deliciosas.",NA,NA,NA,NA,NA,NA,NA,NA,41,Promotor
